Row,i01.a,i01.b,i01.c,i01.d,i01.e,i01.f,i01.g,i01.h,i01.i,i01.j,i01.k,i01.l,i01.m,i01.n,i01.o,i01.w.1,i01.w.2,i02,i05,i10,i11.a,i11.b,i11.c,i12,i13.1,i13.20.11,i13.20.12,i13.20.13,i13.20.14,i13.20.15,i13.20.16,i14.1,i14.2,i14.3,i15.a,i15.b,i15.c,i15.d,i15.e,i15.f,i15.g,i15.h,i15.i,i15.j,i15.k,i16,i17,i18,i19,i20,i20.w,i21.1,i21.w.1,i21.2,i22,i23.1,i23.2,i23.3,i24.a,i24.a.w,i24.b,i24.c,i24.d,i25,i26.a,i26.a.w,i26.b,i26.c,i26.d,i26.d.w,i26.e,i27.a,i27.a.w,i27.41,i27.41.w,i27.42,i27.42.w,i27.43,i27.43.w,i27.44,i27.44.w,i27.45,i27.45.w,i27.5,i28,i29,i30,i31,i32,i33,i34,i35,i36,i37,i37.w.1,i40.11.a,i40.11.b,i40.11.c,i40.11.d,i40.11.e,i40.11.f,i40.11.g,i40.11.h,i40.11.i,i40.11.j,i40.11.k,i40.11.l,i40.12,i40.13,i40.2,i40.3,i41,i45,i45.w,i50.a,i50.b,i51,i52,i55,i60.1,i60.2,i60.3,i61.1,i61.2,i62,i63,i64,i65,i66,i67,i70,i71,i72,i73,i74,i75,i80,i85,i90.1.a,i90.1.b,i90.1.c,i90.1.d,i90.1.e,i90.1.f,i90.1.g,i90.2.a,i90.2.b,i90.2.c,i90.3.a,i90.3.b,i90.4.a,i90.4.b,i90.5.a,i90.5.b,i90.5.c,i90.5.d,i90.5.e,i90.5.f,i91,i92,i93,i95,i99,m01
p33,36.49,8.98,50.41,59.81,37.98,61.87,96.27,8.66,39.26,82.42,94.62,98.68,54.12,12.62,77.02,68.38,90.58,84.74,43.76,67.88,46.75,24.06,77.86,83.85,44.32,21.27,89.23,7.28,85.76,92.44,29.43,57.48,10.77,83.79,74.83,4.13,34.31,18.09,9.02,3.26,41.69,38.61,51.03,10.42,7.74,24.86,11.44,15.63,98.06,74.58,90.66,62.85,78.14,51.62,28.23,60.73,50.01,16.56,90.64,43.22,30.23,88.21,73.53,69.09,2.12,20.20,46.09,36.65,43.11,96.22,11.04,37.57,21.78,42.49,7.04,8.93,57.79,29.64,91.06,52.01,71.83,58.02,50.23,71.15,10.72,96.52,66.22,81.04,49.47,54.45,73.25,64.13,67.54,39.56,47.89,9.13,37.11,41.21,44.93,8.48,37.03,40.13,6.80,51.14,15.85,49.51,9.18,71.06,96.66,92.66,22.76,47.73,50.40,1.68,38.07,9.93,8.59,82.78,38.69,72.72,20.80,13.41,44.93,76.16,71.43,11.38,9.24,59.19,59.98,56.85,52.97,57.55,6.35,58.00,63.99,75.92,38.85,79.00,80.13,57.06,12.33,97.96,38.75,78.25,3.09,48.53,46.37,97.59,44.15,44.38,99.71,62.45,3.43,47.54,72.67,44.97,26.68,61.05,32.70,73.05,14.83,61.00,68.77,42.09
p34,26.43,17.12,60.84,34.72,88.35,25.69,61.31,59.50,69.60,24.75,7.37,4.50,47.46,95.41,83.88,59.54,41.98,19.81,73.54,83.59,9.79,69.37,70.13,28.20,84.77,22.47,88.42,15.24,72.78,68.21,85.40,11.49,93.13,79.68,29.51,49.78,76.92,90.32,40.00,53.23,27.32,89.21,42.25,62.04,55.69,93.54,40.89,9.65,20.23,29.81,35.83,62.95,67.10,69.00,6.18,28.86,97.54,76.95,31.70,55.96,70.78,75.30,22.95,70.08,35.06,24.15,64.40,62.26,29.16,0.53,19.79,67.85,84.96,19.62,11.92,69.03,26.75,30.76,71.24,16.80,24.01,6.91,1.74,11.55,7.28,44.76,41.61,54.95,30.81,58.04,74.04,39.20,64.39,99.34,42.04,73.09,52.15,20.38,52.18,65.10,83.64,89.59,44.72,12.14,63.33,47.49,62.09,55.50,15.87,13.04,81.96,13.37,82.93,81.10,6.93,15.09,7.94,77.76,24.89,45.06,53.14,61.41,41.71,40.16,75.23,58.95,68.15,58.85,74.35,2.71,6.39,1.10,94.83,16.62,96.09,98.94,95.85,3.40,47.57,89.17,75.95,3.81,83.01,2.58,33.64,38.65,57.94,21.57,50.85,22.42,13.20,47.13,25.27,18.06,65.62,0.28,92.73,90.10,40.66,93.27,68.45,26.43,69.70,96.14
p35,40.36,56.89,57.38,98.33,90.24,42.35,27.80,55.74,96.28,4.28,85.85,18.24,89.45,66.85,73.72,9.63,38.04,98.04,97.86,12.57,21.90,66.88,54.78,73.12,21.81,52.31,56.00,36.62,64.55,52.40,72.05,60.72,6.82,96.90,32.21,11.06,55.45,24.47,7.68,55.21,39.59,79.65,56.74,35.25,14.03,2.75,29.13,89.81,42.44,86.32,34.77,52.95,50.92,23.19,67.38,3.19,22.33,93.98,29.40,75.62,9.75,73.35,29.87,83.56,23.23,51.59,19.37,49.65,3.13,91.40,40.46,16.05,21.05,19.31,76.71,39.42,94.58,26.20,33.44,13.47,40.57,23.14,97.43,82.84,35.03,14.30,93.83,2.96,32.67,12.52,71.66,43.83,2.34,74.26,18.94,84.79,48.00,74.09,45.71,34.22,14.07,19.61,66.56,2.18,48.66,66.77,78.92,99.52,65.66,94.92,88.92,14.34,16.84,92.70,28.69,73.47,46.52,5.18,98.93,12.12,22.22,57.04,3.73,32.39,90.11,4.30,49.07,60.00,23.42,2.57,89.14,97.30,31.86,6.40,67.29,69.14,16.56,81.21,53.05,2.34,86.46,51.76,31.64,94.31,28.50,55.34,24.95,54.15,79.51,11.60,37.81,7.52,47.25,72.63,62.58,76.92,53.25,70.43,79.25,89.11,16.30,98.21,25.02,81.60
p36,32.38,97.56,39.57,60.25,25.01,23.26,99.51,72.33,40.88,44.61,63.32,81.06,23.82,83.21,27.10,7.52,68.97,44.92,94.37,73.70,42.38,24.82,59.95,86.42,24.39,64.40,24.56,13.88,34.09,10.95,20.09,63.34,55.41,40.17,75.97,73.97,56.39,20.75,76.12,17.26,42.11,10.95,54.58,39.36,45.98,80.34,20.43,39.01,24.63,87.10,42.09,57.45,3.37,79.89,2.25,0.97,47.63,53.62,51.21,9.77,33.76,16.97,46.62,19.66,29.90,23.82,18.10,66.01,90.29,29.21,43.71,68.69,53.32,70.92,69.17,20.78,81.06,62.69,23.54,73.77,18.89,39.31,96.97,61.29,23.92,75.77,87.62,88.78,27.26,85.05,72.48,23.79,99.56,17.15,66.08,93.07,83.10,56.37,13.98,70.59,4.50,85.96,15.84,9.99,81.22,86.44,27.82,1.22,53.40,60.83,41.63,16.58,95.66,55.73,42.88,19.92,70.48,95.29,78.67,23.70,5.24,88.19,15.45,12.14,80.93,33.81,19.11,22.63,26.78,71.12,39.17,3.82,86.37,17.43,89.95,79.01,0.38,28.92,28.95,11.85,3.58,42.94,95.23,17.21,4.75,47.61,12.43,91.70,78.69,74.31,49.93,9.96,33.84,46.63,89.76,29.05,91.70,50.03,1.92,6.35,27.37,12.42,85.94,96.20
p37,53.90,87.00,83.22,28.13,80.40,83.88,69.23,78.00,77.62,92.31,0.02,69.60,17.44,65.73,64.72,74.97,28.17,63.55,40.39,19.11,51.05,86.90,98.29,2.32,76.19,75.36,37.36,51.79,84.96,46.53,15.25,61.41,95.43,63.49,56.40,57.69,33.48,78.37,28.34,61.13,8.92,39.22,51.84,60.69,60.36,87.29,6.14,21.49,80.50,70.03,71.00,17.16,82.22,38.24,52.37,69.31,92.64,80.19,0.38,33.06,58.32,68.09,23.82,18.55,92.90,36.82,43.12,1.99,62.99,54.67,21.04,9.36,81.13,24.99,4.47,74.85,47.11,54.12,77.28,82.97,84.05,69.72,11.71,10.36,4.69,83.32,55.55,29.04,64.20,81.13,84.52,32.02,27.18,44.56,16.93,56.36,8.28,61.48,55.35,47.16,57.52,58.82,67.20,79.60,53.62,59.54,7.85,33.16,40.14,62.09,47.07,47.81,3.98,11.81,56.33,28.54,64.39,94.46,10.81,10.96,22.59,72.75,63.09,73.34,99.73,85.60,1.20,32.42,74.34,55.05,63.23,74.39,7.34,10.52,17.47,54.46,87.55,2.75,12.91,12.48,85.38,73.28,31.48,98.82,12.11,76.07,85.98,64.18,30.33,4.56,11.49,86.91,43.82,28.38,37.73,15.75,84.16,0.15,45.26,86.13,22.62,43.37,36.44,29.94
p37.w.1,66.22,11.68,60.43,89.44,65.17,88.24,16.19,91.24,39.56,42.39,51.01,51.20,57.87,63.25,7.80,38.81,62.29,77.15,47.05,98.70,16.24,72.01,4.13,4.36,36.62,96.66,23.84,56.35,29.76,89.13,95.11,52.93,9.57,49.48,76.52,66.49,86.17,18.84,38.34,90.80,96.27,8.34,84.46,41.24,45.70,59.34,3.53,89.05,51.75,83.17,29.37,67.41,50.64,90.95,73.84,43.12,22.28,37.30,7.49,70.74,33.57,51.43,28.43,8.59,4.13,7.80,36.00,11.86,79.57,30.11,80.67,96.95,0.87,37.60,72.76,40.72,28.36,52.06,13.74,3.04,27.94,47.82,59.82,69.77,34.68,43.79,65.41,61.00,26.73,15.75,53.70,20.57,29.77,61.72,82.68,94.50,51.45,16.00,61.86,79.94,58.46,16.00,89.97,8.24,72.99,93.63,15.55,16.29,0.71,72.08,80.02,0.89,13.15,1.49,69.27,33.15,40.61,41.36,53.41,54.17,28.08,89.93,89.87,30.16,14.65,43.06,81.82,21.59,49.77,35.91,48.10,15.48,83.41,82.08,98.18,49.37,14.91,32.53,74.54,98.95,99.14,74.87,43.94,37.54,85.10,3.89,99.08,89.25,80.66,97.06,20.09,77.51,27.55,59.17,56.77,54.58,22.61,59.33,4.52,50.64,42.88,43.45,42.65,52.44
p40.11.a,76.41,58.82,10.15,55.80,61.28,96.88,83.84,81.45,4.38,22.98,8.70,59.89,0.10,26.23,77.91,54.22,77.84,69.79,61.51,51.24,21.76,4.44,17.53,66.34,69.83,13.04,58.75,89.68,45.47,54.10,62.38,31.91,30.40,13.40,54.26,12.63,62.48,57.73,7.57,58.28,72.90,8.86,72.53,53.45,94.84,77.64,27.67,20.84,87.35,19.39,31.02,31.63,74.22,90.22,59.90,48.66,16.16,58.79,34.44,1.06,83.33,75.81,73.09,78.66,95.32,92.93,90.10,36.45,88.73,36.47,12.57,2.68,92.98,7.52,53.87,56.07,80.04,11.01,50.35,23.85,93.22,50.02,63.21,71.78,94.30,54.64,12.55,37.58,44.48,4.70,48.39,54.07,44.48,22.86,9.06,4.69,90.90,47.39,76.03,5.33,80.69,63.60,71.81,4.56,9.57,99.72,26.53,67.68,75.50,3.36,11.44,70.83,79.04,42.22,1.67,24.41,50.06,34.74,23.15,23.74,95.41,19.94,30.65,95.90,55.56,88.28,90.57,25.59,41.08,93.10,87.00,52.69,59.60,90.15,43.48,57.94,1.23,75.93,82.68,23.80,82.80,32.98,96.45,32.10,7.32,71.49,46.32,52.76,15.37,47.77,37.70,25.61,38.93,94.80,8.94,38.38,11.86,5.29,39.00,18.74,48.88,58.25,36.99,32.42
p40.11.b,38.51,50.55,75.38,30.46,81.33,72.80,65.31,77.12,66.32,80.44,50.24,67.69,33.98,79.09,43.64,75.78,88.95,41.43,27.80,13.20,32.64,50.91,37.06,27.61,17.86,77.52,24.27,76.81,75.71,25.44,60.11,73.31,33.37,10.66,2.77,65.00,10.11,28.44,53.28,17.04,20.25,11.39,98.95,17.49,96.62,44.54,69.85,43.17,53.15,28.22,32.86,95.89,37.33,65.30,57.87,72.20,38.33,58.33,59.03,48.52,54.28,44.10,72.85,80.74,74.40,83.32,88.57,92.33,99.03,65.48,48.44,12.11,31.84,12.31,27.66,24.79,96.28,73.45,5.72,93.67,76.88,17.61,16.44,15.67,25.56,38.37,82.15,42.05,61.47,24.33,83.11,28.95,51.75,82.63,51.57,92.86,49.85,59.70,25.73,0.58,63.46,3.38,64.47,34.23,29.65,21.39,39.61,53.41,10.87,74.48,36.20,64.92,57.27,85.40,35.55,9.60,49.03,81.23,1.95,81.01,65.77,92.81,47.20,46.33,89.52,24.31,7.33,7.38,17.41,75.94,63.86,34.64,33.95,59.67,38.29,15.74,28.88,29.04,99.52,75.29,54.22,13.84,76.24,63.82,26.94,13.90,6.86,4.34,49.18,42.82,21.02,56.92,28.31,69.15,71.25,56.71,17.30,82.51,34.77,74.63,55.30,61.62,43.32,76.44
p40.11.c,47.87,80.21,2.58,67.06,64.32,44.33,55.68,93.58,3.33,83.22,79.50,53.09,40.36,60.39,15.12,38.79,97.25,36.30,36.27,23.94,62.55,59.84,52.49,76.45,36.04,81.86,60.08,12.69,43.63,32.21,65.77,95.51,70.28,20.97,14.86,11.44,64.53,27.58,68.92,88.18,44.07,35.18,96.48,22.43,18.57,15.12,25.01,83.68,20.99,68.76,21.41,9.53,4.87,26.76,13.51,67.54,63.92,3.70,76.78,49.48,35.44,90.67,14.64,20.44,84.31,22.94,48.90,16.95,67.59,52.81,17.09,23.32,55.83,69.41,40.57,50.98,39.82,46.13,25.34,43.45,32.06,89.81,81.59,70.17,38.05,60.48,71.25,94.44,2.35,28.24,11.66,13.01,4.42,57.06,72.88,78.44,26.91,27.03,30.19,10.52,85.06,77.46,63.69,92.36,23.38,48.35,19.78,9.83,55.35,97.99,65.89,54.90,97.75,34.92,99.81,79.71,42.66,60.08,66.26,9.02,73.05,65.96,20.28,71.68,90.72,99.72,99.83,91.55,52.16,36.37,59.14,55.44,49.62,95.71,70.36,11.63,63.61,79.02,4.04,56.93,26.58,17.16,40.72,25.74,2.34,9.88,47.08,9.66,13.10,33.89,80.40,29.14,98.80,23.21,70.87,71.48,25.11,5.13,41.54,81.08,88.04,40.49,98.33,15.65
p40.11.d,97.78,60.61,13.92,88.48,50.88,22.57,1.02,87.69,18.02,7.98,26.56,18.49,78.16,16.36,81.73,57.22,57.36,46.66,87.34,93.94,90.82,45.10,74.57,53.55,23.74,91.71,67.09,83.67,42.19,15.70,93.93,98.04,41.04,7.03,83.06,19.85,6.84,40.18,18.25,32.66,1.16,74.03,71.49,32.54,26.86,78.28,50.95,43.29,66.56,94.93,57.68,34.60,99.66,8.07,16.01,39.76,23.20,85.40,6.51,29.03,93.50,42.59,77.04,25.29,34.15,55.87,44.07,96.38,84.16,99.96,26.42,82.92,70.24,46.50,95.25,10.41,22.01,81.10,4.62,95.05,7.09,68.45,84.65,28.80,24.51,47.43,79.67,64.07,96.20,92.95,60.94,99.18,64.32,63.08,69.03,10.64,96.18,74.77,8.39,85.12,61.60,92.39,23.59,78.35,57.85,47.09,4.92,96.08,6.37,58.14,47.74,22.07,73.71,99.87,28.38,29.75,52.11,39.80,7.34,28.36,19.68,53.72,38.67,5.40,11.54,63.85,96.26,92.46,58.56,19.87,25.73,36.82,96.04,2.02,63.43,49.08,31.73,70.16,65.03,21.18,23.17,69.95,80.22,48.96,93.00,10.05,43.47,2.35,61.36,73.01,11.11,51.20,27.16,94.89,1.82,18.63,19.46,68.51,9.17,35.79,81.64,39.24,41.99,35.86
p40.11.e,28.13,40.12,45.25,22.43,46.07,13.77,47.84,86.47,7.26,2.96,96.89,11.63,16.42,90.34,64.65,60.58,90.68,44.84,9.70,10.71,71.18,47.56,89.58,93.45,42.49,52.88,56.16,45.79,55.43,69.87,18.39,60.40,31.40,22.91,25.50,71.47,7.91,4.75,56.77,85.96,67.85,40.83,97.21,43.12,0.62,34.17,26.28,87.32,16.79,44.75,3.16,85.27,92.03,95.65,74.21,56.10,79.45,90.71,21.16,88.69,34.56,5.68,54.30,68.83,2.07,77.94,88.41,65.88,20.10,57.72,90.48,6.25,22.88,73.47,63.03,86.45,7.44,40.51,39.04,6.79,38.23,89.53,72.37,55.81,32.39,79.85,56.95,70.52,70.32,98.95,21.54,13.76,26.36,76.51,79.30,62.20,46.28,87.25,0.58,80.10,41.26,61.51,52.60,8.73,60.60,60.73,94.00,4.69,54.37,29.88,3.54,32.48,84.15,44.14,79.98,80.45,31.72,7.82,7.05,62.22,70.96,76.55,84.19,78.63,36.16,20.81,18.15,69.80,32.00,12.26,9.13,12.66,52.92,36.62,3.98,71.06,54.65,81.14,88.84,78.66,59.76,65.07,70.37,34.22,79.84,20.75,16.78,83.92,63.32,29.74,98.06,32.67,35.89,83.07,3.11,77.70,86.04,75.29,63.64,91.08,47.83,26.56,24.54,98.82
p40.11.f,92.47,48.98,26.68,13.91,48.81,78.32,44.96,56.41,81.88,44.21,94.14,48.94,4.73,48.45,64.00,91.98,88.80,46.85,45.96,36.73,67.69,68.73,36.71,94.76,5.89,2.57,67.43,30.04,1.15,77.88,94.55,68.78,73.52,79.79,97.19,51.50,79.62,24.02,68.77,47.02,9.45,65.42,85.78,16.77,90.14,5.64,27.20,18.52,12.15,82.92,9.47,46.56,72.44,90.13,57.40,27.04,45.54,16.83,13.15,78.05,15.77,35.68,76.23,17.33,32.19,18.72,11.10,59.50,30.47,80.28,45.35,60.20,77.12,48.99,97.95,48.66,80.49,95.00,54.02,6.16,8.89,10.00,94.18,94.20,66.82,44.75,25.76,85.42,26.96,34.10,65.35,69.17,63.88,12.45,10.49,26.65,45.70,14.45,0.06,64.37,12.04,44.42,15.45,45.55,35.03,40.03,11.35,22.20,66.85,60.46,30.65,71.94,21.91,34.99,51.98,86.65,64.54,13.63,24.55,68.03,97.10,52.83,9.04,4.03,20.48,89.75,2.92,65.68,75.42,35.04,70.42,32.09,96.09,83.56,1.12,89.56,86.70,17.58,84.47,36.53,18.70,40.24,44.94,27.54,52.05,54.90,81.71,59.93,41.98,82.02,76.20,58.85,69.87,53.01,99.08,51.60,99.95,97.40,76.43,55.68,62.76,28.31,46.50,96.18
p40.11.g,44.72,84.25,26.20,85.73,1.05,43.01,70.66,91.42,58.79,24.62,48.32,27.77,45.56,32.91,85.76,20.62,10.04,90.11,71.67,45.61,35.74,33.46,10.10,42.26,90.00,62.17,77.55,78.75,29.09,48.40,23.06,97.63,2.10,90.80,44.48,76.79,16.04,94.11,59.28,85.11,3.00,75.28,70.64,18.27,84.33,96.39,13.02,85.52,94.30,5.15,16.88,71.78,39.02,77.75,23.94,70.25,55.93,84.16,48.92,90.46,24.05,92.34,24.93,31.36,35.64,18.52,67.02,6.47,36.01,44.92,32.31,20.13,54.64,19.31,41.52,52.43,78.26,82.18,15.19,95.02,41.27,61.11,67.50,69.32,52.03,60.44,74.49,90.23,37.65,53.48,33.61,47.44,93.10,88.35,18.06,50.26,81.55,18.19,3.29,95.10,46.53,45.76,43.22,48.64,99.72,79.05,36.83,79.05,61.15,90.52,26.75,36.22,29.86,11.55,87.50,34.40,99.60,24.18,7.71,17.19,37.66,19.32,96.56,12.17,54.82,8.65,67.36,13.86,44.82,12.67,74.12,40.55,84.86,73.25,28.23,36.80,43.83,59.95,14.45,93.10,23.23,59.30,22.41,86.48,89.44,35.20,94.25,80.80,71.55,98.04,21.16,57.40,87.26,2.33,14.72,81.56,3.50,46.44,6.44,6.87,87.36,15.09,14.37,30.69
p40.11.h,45.64,36.99,62.83,82.79,3.28,68.06,83.65,84.16,29.30,53.77,36.57,59.59,43.66,17.67,54.08,74.02,87.80,48.07,20.43,58.98,8.30,60.41,69.39,65.89,37.50,75.93,26.84,77.88,81.60,69.93,32.54,95.31,43.21,17.07,28.45,0.44,61.30,11.61,43.64,78.56,53.29,26.14,86.88,77.85,19.98,93.40,55.32,32.94,76.07,23.20,80.66,11.30,93.08,55.43,11.24,45.78,6.58,20.43,93.54,81.89,92.49,95.56,83.56,4.44,2.56,90.98,45.87,75.45,89.73,24.09,28.09,2.68,23.64,91.13,5.80,67.29,49.08,85.52,67.90,20.56,58.58,41.82,8.26,24.43,2.46,31.21,99.16,60.82,62.15,40.33,59.24,60.65,20.78,9.60,75.23,22.63,32.65,90.54,14.18,37.60,40.03,79.47,15.37,96.84,86.55,92.71,7.89,24.91,68.47,55.89,17.43,97.90,49.58,27.69,42.06,0.73,92.26,94.40,24.60,67.95,84.75,75.20,47.44,55.61,68.94,89.96,73.04,70.70,97.74,47.36,97.74,83.76,1.36,99.48,55.76,68.04,40.11,78.77,85.41,74.05,18.65,6.74,45.19,85.09,51.99,99.52,73.40,57.34,28.54,5.82,62.66,84.78,85.06,85.91,83.73,68.96,16.68,20.65,24.82,9.34,7.76,92.63,85.39,78.67
p40.11.i,66.45,34.66,45.12,18.79,55.58,64.07,34.60,90.65,91.02,3.84,36.54,45.65,83.23,54.98,78.31,63.22,79.43,18.36,76.88,5.43,42.82,11.55,5.40,70.97,98.62,15.85,60.36,42.49,31.67,24.35,33.58,80.52,40.43,66.42,37.01,34.77,79.18,45.97,23.12,30.27,18.34,47.16,89.72,97.71,77.55,59.64,3.80,0.34,6.23,1.28,45.07,46.02,63.70,84.25,37.00,92.60,11.40,83.96,39.88,20.99,22.58,70.76,83.74,98.06,6.53,49.41,20.92,96.43,14.96,21.70,99.98,13.22,40.32,88.20,87.83,24.27,42.91,32.97,74.32,4.85,64.86,51.39,80.94,21.99,63.40,38.32,34.95,44.18,30.22,4.81,22.12,91.13,29.05,98.72,62.41,0.58,10.46,67.88,62.69,76.88,48.12,50.05,45.67,77.52,71.50,27.72,53.85,27.31,89.63,96.08,17.05,64.23,97.05,69.69,64.33,99.02,97.95,12.21,55.08,67.05,59.11,81.74,5.03,75.84,15.79,12.35,10.93,10.44,48.07,69.21,6.98,91.49,8.88,57.46,31.24,84.24,0.74,15.61,73.89,97.23,16.80,65.11,38.12,19.53,69.25,20.23,17.77,64.69,19.84,78.91,12.15,75.72,93.00,72.08,28.95,52.38,81.22,30.02,39.60,81.50,43.59,23.46,70.02,81.05
p40.11.j,23.94,87.27,31.07,16.53,24.86,54.60,58.28,56.30,11.18,47.97,73.75,33.22,46.28,14.26,64.11,91.67,5.05,40.93,38.96,18.58,46.94,59.67,56.24,68.16,48.12,95.55,48.78,55.81,63.49,27.06,16.02,63.44,1.96,63.59,54.08,54.19,62.32,38.88,99.62,66.35,34.03,98.50,89.97,5.25,74.71,0.38,46.33,9.65,39.80,96.47,82.98,99.22,49.28,32.60,26.53,49.47,80.39,90.94,25.17,43.02,33.22,10.39,19.90,58.96,60.03,99.15,18.14,82.37,55.84,10.33,23.36,5.39,33.32,71.15,6.36,6.58,99.03,11.58,17.41,96.57,29.22,33.67,60.46,36.33,66.16,87.20,68.53,16.16,96.67,55.72,23.19,70.53,96.31,52.86,2.77,93.29,21.56,17.53,49.91,62.51,69.61,54.89,84.83,56.62,74.34,44.79,88.79,46.59,90.50,30.05,52.03,86.52,47.49,2.16,88.85,67.82,82.02,14.33,27.58,33.82,56.20,81.22,62.91,40.15,97.69,61.86,57.72,61.15,75.54,30.61,80.50,47.73,7.71,62.92,99.09,10.14,50.15,53.68,50.43,32.13,88.87,20.59,63.58,63.51,85.65,30.31,17.87,49.42,23.08,13.59,15.08,10.38,68.13,39.06,3.89,39.45,81.73,87.14,82.31,69.29,27.87,64.32,23.75,34.25
p40.11.k,25.02,45.90,49.82,51.75,9.51,44.13,56.83,32.65,51.39,32.46,52.52,29.27,39.83,93.24,45.47,69.11,85.16,25.07,69.19,75.28,85.36,71.18,81.75,40.60,14.94,85.89,83.83,17.28,52.80,91.35,21.44,15.79,83.46,33.24,26.73,56.94,71.61,41.26,19.17,20.93,1.00,15.96,81.21,9.89,66.28,45.68,94.15,86.57,19.62,76.27,87.15,87.75,48.09,10.47,75.82,86.01,22.53,94.86,97.37,5.28,28.43,21.10,1.25,13.90,80.47,56.44,30.49,18.27,83.77,51.68,55.95,10.23,17.02,10.56,65.22,17.87,20.51,94.58,2.38,48.70,5.54,32.46,35.88,10.41,46.71,16.77,41.21,51.63,16.37,0.54,19.05,17.34,3.41,43.82,16.48,91.82,50.56,94.85,60.56,40.42,4.81,6.56,77.22,61.61,97.91,74.67,78.62,73.69,51.79,34.05,53.88,39.22,22.50,3.21,33.33,98.78,6.81,87.58,35.76,40.34,16.32,86.50,82.00,59.53,55.18,92.22,57.00,61.87,74.22,57.10,6.92,97.55,21.70,38.33,62.99,87.91,66.94,96.84,81.53,15.13,63.78,24.37,72.87,31.00,82.67,13.75,89.27,13.80,38.11,71.98,14.42,44.81,78.28,24.94,92.88,0.67,68.41,12.47,58.82,96.69,87.12,35.22,12.30,96.05
p40.11.l,9.07,18.93,42.13,87.37,24.18,55.70,26.31,7.66,87.89,12.45,57.75,12.47,75.07,29.97,66.92,79.46,11.59,96.11,82.46,59.45,62.35,78.75,48.81,71.73,24.69,95.42,75.78,4.60,8.26,99.75,43.87,45.78,33.78,70.80,5.27,83.85,33.37,60.06,31.52,95.34,21.47,9.90,37.83,14.33,86.30,51.14,65.10,43.14,74.05,79.88,19.51,39.92,52.08,5.25,81.19,90.57,21.52,93.84,90.99,7.48,35.39,13.19,93.54,85.98,58.59,92.12,5.63,86.93,36.16,79.64,53.79,28.25,2.38,30.32,45.91,9.90,54.88,40.22,52.45,4.73,8.46,45.69,50.17,12.79,84.53,61.73,62.57,92.52,63.90,18.12,92.88,1.90,43.04,20.91,60.26,21.56,95.38,71.80,39.95,78.72,69.08,88.40,65.18,83.63,61.24,95.87,89.02,41.68,9.95,48.39,16.57,34.23,92.90,66.85,82.40,8.46,93.63,73.46,6.01,86.52,4.41,50.84,6.00,62.98,3.18,73.44,45.34,49.43,65.48,48.67,17.72,64.77,36.21,70.73,96.97,59.97,49.32,75.45,45.25,34.17,8.60,26.20,66.36,12.64,5.23,28.65,45.66,27.88,7.38,58.57,66.01,44.33,66.49,66.32,94.44,13.35,63.86,83.52,16.42,91.09,83.54,58.37,66.45,43.98
p40.12,97.20,88.50,83.94,72.89,73.66,88.86,75.77,69.34,55.58,71.30,99.70,92.46,87.59,77.30,13.05,47.61,24.25,8.83,92.68,94.65,83.63,72.13,67.00,60.47,52.08,35.58,69.45,51.92,50.85,36.29,29.51,9.00,98.49,76.34,48.81,67.54,51.05,61.94,33.83,70.05,90.39,49.31,73.89,2.82,93.82,39.52,64.76,50.81,93.80,19.19,85.32,15.34,87.87,18.61,12.98,93.27,48.94,55.14,56.17,52.00,32.33,85.31,4.56,73.18,59.97,98.80,84.36,2.73,10.85,59.20,91.71,27.32,14.69,67.60,7.83,14.59,5.18,67.46,26.17,58.92,19.38,36.25,78.77,40.70,74.66,40.50,83.38,92.00,57.49,94.32,94.50,6.06,80.30,44.04,50.64,78.26,66.35,89.14,56.52,82.86,47.18,12.65,93.57,30.18,85.08,27.84,2.28,78.76,12.20,50.29,36.30,27.88,21.43,54.10,42.97,72.08,72.60,37.11,0.18,26.31,9.20,9.09,32.21,61.01,18.63,99.98,14.00,85.34,46.10,21.87,98.06,43.76,79.99,16.17,24.04,52.03,98.48,50.03,57.56,63.38,31.21,49.69,3.04,23.54,14.63,0.98,73.56,16.24,99.03,51.44,69.88,16.30,56.37,36.92,76.16,52.88,28.99,83.04,87.09,57.41,18.55,43.01,61.96,60.93
